"333","Skyy Moore","WR","KC","0.4","13","4.2","1.9","1.1","2.2","1.5","0.8","3.3","BYE","0.4","3.4","0.5","0","0","-","-","-","2.3","32.7"
"334","Dawson Knox","TE","BUF","2.5","7","1.1","1.2","1.7","1.7","3","-","-","-","-","-","BYE","3.6","0","2.6","0","8.2","2.7","32.6"
"335","Jauan Jennings","WR","SF","0","5.1","3.1","-","1.9","2.6","5.4","0","BYE","0.8","0","0.7","10.4","0","2.5","-","-","-","2.5","32.5"
"336","Drew Lock","QB","NYG","-","-","-","3.6","-","-","-","-","-","-","-0.9","-","BYE","17.3","12.1","-","-","-","8","32.1"
"337","JuJu Smith-Schuster","WR","NE","3.3","2.8","0.5","1.4","0.6","-","-","6.3","5.1","0.9","BYE","1","1.1","9","-","-","-","-","2.9","32"
"338","Josh Oliver","TE","MIN","3.2","1.3","6.4","0","-0.5","0","0.6","0","0.1","0","10.7","0","BYE","0","1.4","3.3","1.7","3.1","1.8","31.3"
"339","Mike Williams","WR","NYJ","4.5","8.6","18.1","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","10.4","31.2"
"340","Trevor Siemian","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","1.4","-","0.4","11.5","14.7","2.9","6.2","31"
"341","Braxton Berrios","WR","MIA","4.2","2.8","3.3","11.4","1.3","2","0.7","0.8","0","BYE","-","0","0","1.3","1.2","0","1","0.9","1.9","30.9"
"342","Matt Breida","RB","FA","0.6","0.5","7.8","7.8","2.4","1.3","0.9","1.7","1.1","0.3","-0.1","1.6","-","1.6","2.1","0.3","0","0","1.8","29.9"
"342","Bo Melton","WR","GB","-","-","-","-","-","BYE","-","-","-","-","-","0","-","-","0.7","5.1","16.5","7.6","6","29.9"
"344","Alex Erickson","WR","FA","-","-","-","-","-","-","-","-","-","-","1.2","1.7","2.3","0.9","7.3","3.1","9.8","2.9","3.7","29.2"
"345","Randy Bullock","K","FA","-","-","-","-","-","-","-","-","0","6","7","5","-","6","5","-","-","-","4.8","29"
"345","Matt Ammendola","K","FA","-","-","-","-","-","-","-","-","-","13","3","3","10","0","-","-","-","-","5.8","29"
"347","Olamide Zaccheaus","WR","WAS","-","-","11.8","1.1","0","0.5","0","0.5","0.8","-","0","8.9","0","2.8","0","0","0","2","1.9","28.4"
"348","Drew Sample","TE","CIN","0","0","0.7","-0.1","0","0.4","BYE","0","9","1.2","1.9","7.1","1.1","0.4","0","3.8","2.1","0.7","1.7","28.3"
"349","Scotty Miller","WR","PIT","0","0","-","-","1","0.4","4.6","7.4","0","6.2","-","0.4","0","0","0","1.5","0","6.6","1.9","28.1"
"350","Allen Robinson II","WR","NYG","6.4","1.2","2.4","0.8","2.9","-","0.7","0","1","0","2","1.1","1.9","2.1","1.9","3.6","0","0","1.6","28"
"351","Cordarrelle Patterson","RB","PIT","-","-","-","-","0.7","0.6","5.6","0.7","0.3","2","-","4.3","1.7","0.7","6","3.3","0","2","2.1","27.9"
"351","Jimmy Graham","TE","FA","-","0","6.8","-","0","0","0","-","-","-","-","-","6.6","7.6","6.9","0","0","0","2.5","27.9"
"353","Andrew Beck","TE","HOU","0","0.2","6","0","0","0","BYE","4.9","0.5","-","0","0.1","0.5","2.6","-0.5","6.6","-","6.9","1.9","27.8"
"354","Jarrett Stidham","QB","DEN","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","0","-","13.6","14.1","9.2","27.6"
"355","Jeff Wilson Jr.","RB","MIA","-","-","-","-","-","-","0.4","3.7","3.8","BYE","-","7.3","1.1","0","0.6","2.5","3.4","4.5","2.7","27.3"
"356","Carson Wentz","QB","KC","-","-","-","-","-","-","-","-","-","BYE","-","0","-","-","-","-","-","27.1","13.6","27.1"
"357","Salvon Ahmed","RB","MIA","1.1","4.1","-","-","-","9.4","0.3","1.7","1.2","BYE","9.1","0","-","-","-","-","-","-","3.4","26.9"
"358","Drew Ogletree","TE","IND","2","-","1.1","10.8","1.6","0","0","9.3","1.9","-","BYE","-","0","0","0","0","-","-","2.2","26.7"
"359","Jamal Agnew","WR","FA","-0.2","0.5","2.9","-","0.1","0","3.5","0","-","0","-","-","-","-","13","1.2","5.3","-","2.4","26.3"
"360","Dorian Thompson-Robinson","QB","CLE","-","-","-","4.2","BYE","-","-","0.4","-","-","7.6","11.5","-","0.5","0.2","1.7","-","-","3.7","26.1"
"361","Kadarius Toney","WR","KC","0","3.8","-0.1","2.2","2.7","6.4","1.3","0.1","1.8","BYE","2.6","-","0.6","4.1","0.5","-","-","-","2","26"
"361","Michael Badgley","K","DET","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","6","6","8","6","6.5","26"
"363","Chase Edmonds","RB","TB","0.8","1.2","-","-","BYE","-","-","2.1","-0.6","0.7","1.9","1.1","0.9","5.8","1.3","2.5","5.6","2.4","2","25.7"
"364","Tyler Huntley","QB","CLE","-","-","-","0.8","BYE","-","0","-","6.3","-","-","-","-","-","-","-","4.7","13.8","5.1","25.6"
"365","Daniel Bellinger","TE","NYG","0.1","0","0.8","0.6","0.7","0","0","0","4.3","3.4","3.8","0.8","BYE","1.5","1.3","4.3","3.9","0","1.5","25.5"
"366","Julio Jones","WR","FA","-","-","-","-","-","-","0.3","6.8","0","-","0.5","0","0","0","0.6","0.5","15.4","1.3","2.3","25.4"
"366","Ty Johnson","RB","BUF","-","-","-","-","-","-","0","-","0","0.2","11.8","1.9","BYE","2.1","5.8","-","2.2","1.4","2.8","25.4"
"368","Foster Moreau","TE","NO","-","2","-","-","6.6","3.3","3.3","0","2.3","0","BYE","0","2.8","0.8","1.3","1.3","1.3","0.3","1.8","25.3"
"369","Dalvin Cook","RB","FA","5.9","-0.8","2.9","1.8","2.3","1.4","-","0.5","0.8","2.6","1.3","2.1","2.6","0.8","1","0","-","-","1.7","25.2"
"370","Tony Jones Jr.","RB","ARI","0.5","15.4","5.2","-","-","-","-","-","0.7","1.3","2.1","-","-","BYE","-","-","-","-","4.2","25.2"
"371","Mack Hollins","WR","BUF","3.1","6","2.3","0","2.9","4.1","0","2.7","3.6","-","-","-","BYE","0.4","-","0","0","0","1.9","25.1"
"372","Deonte Harty","WR","BAL","1.3","0.4","1.3","1","6.2","6.3","1","0","0","0","-0.2","-","BYE","2.5","0","-2","0","7.2","1.6","25"
"373","P.J. Walker","QB","FA","-","-","-","-","-","5.8","6.4","12.6","0","0","-","0.1","-","-","-","-","-","-","4.2","25"
"374","Harrison Bryant","TE","LV","6.5","0","0.4","0.4","-","0","0","0","0","0.5","0","4.2","10.9","0","0","0.6","1.4","0","1.5","24.9"
"375","Ronnie Bell","WR","SF","0","0","8.4","0.7","0","0","-","0","BYE","2","0","0","0","0","0","7.2","0","6.5","1.6","24.8"
"376","Pharaoh Brown","TE","SEA","-","-","13.1","-","0","1.5","5.1","3.3","0","0","-","0","0","0.4","0.4","2.5","-1.5","0","1.8","24.8"
"377","D'Ernest Johnson","RB","JAC","-0.4","1.7","1.2","-0.2","0","1.9","0","0.8","BYE","4","5.4","6.1","0.9","2.8","0.5","0.2","0","-0.1","1.5","24.8"
"378","Zach Ertz","TE","WAS","2.1","5.6","0.6","5.3","7","2.2","1.9","-","-","-","-","-","-","BYE","-","-","-","-","3.5","24.7"
"379","Craig Reynolds","RB","DET","-","0.5","1.5","0","11.2","4.3","2.5","6.6","BYE","0","-2","0","0","0","0","0","-","0","1.6","24.6"
"380","Ihmir Smith-Marsette","WR","CAR","0","0","0","0","0","0","BYE","0","0","6","0","1.4","0","1","3.2","11.1","1.2","0.6","1.4","24.5"
"381","Kyle Juszczyk","RB","SF","0","-","0.3","0.7","8.6","0.9","0","0","BYE","8.6","0","0","0","0","2.6","0.5","2.3","0","1.5","24.5"
"382","Hayden Hurst","TE","LAC","10.1","2","1.1","0.7","2.1","1.6","-","0","5.4","1.4","-","-","-","-","-","0","-","-","2.4","24.4"
"383","Sam Darnold","QB","MIN","-0.2","-","-0.1","-0.1","-0.1","-","-","-","-","-0.1","-","-","-0.1","-","0.6","7.1","-0.2","17.5","2.4","24.4"
"384","Treylon Burks","WR","TEN","2.7","7.6","0.5","-","-","-","BYE","0","2.8","-","-","-","0","0.6","6.4","2.2","1.1","0","2.2","23.9"
"385","Andy Dalton","QB","CAR","-","-","23.5","-","0.1","-","BYE","-","-","-","-","-","-","-","-","-","-","-","11.8","23.6"
"386","Hunter Renfrow","WR","FA","-","2.3","1.7","1.2","0.7","0","1.4","1.9","3.2","0.5","4.2","3.8","-","2.6","0","0","0","0","1.5","23.5"
"387","Austin Hooper","TE","NE","2","2","-","1.1","1.1","1.9","1.8","1.9","1","0.7","0","1.4","-","0.5","0","1.3","2.8","3.9","1.5","23.4"
"388","Will Dissly","TE","LAC","1.7","3.5","-","-","BYE","0.4","0","0","0","2.2","0.9","2.1","0","0.3","0.9","0.6","0","10.6","1.5","23.2"
"389","Cedric Tillman","WR","CLE","0","-","-","0.5","BYE","-","-","-","0.3","0","1","5.5","2","2.3","5.2","1.3","0.8","4.3","1.9","23.2"
"389","Johnny Mundt","TE","MIN","-","-","0","-","1.1","0","0","0.8","1.8","0.8","0","0","BYE","0.4","0.3","2.3","9.9","5.8","1.7","23.2"
"389","KhaDarel Hodge","WR","ATL","0","-","1.5","1.9","1.1","0","1.9","7.5","6","0","BYE","0","0","1.8","1","0.5","0","0","1.5","23.2"
"389","Parker Washington","WR","JAC","-","-","-","0","-","-","-","-","BYE","-","0","0","12.1","6.7","1.2","1.9","0.2","1.1","2.6","23.2"
"393","Darrynton Evans","RB","BUF","-","-","-","-","-","3.4","5.4","10","2.1","0.5","-","1.6","BYE","-","-","-","-","-","3.8","23"
"393","Mason Crosby","K","NYG","-","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","7","7","9","7.7","23"
"395","Dyami Brown","WR","WAS","0","2.5","0","5.1","1.1","0","0","0","3.3","10.1","0.7","0","0","BYE","0","0","0","0.2","1.4","23"
"396","Jacoby Brissett","QB","NE","-","-","-","-","-","-","-","-","-","-","BYE","-","0","-","13.9","9","-","-","7.6","22.9"
"397","Elijah Higgins","TE","ARI","-","-","-","-","-","-","0","0","0","0","0.2","2.6","2.1","BYE","10.4","1.7","2.1","3.2","2","22.3"
"398","Ameer Abdullah","RB","LV","0","0.5","1.6","1.4","1.5","0","0","1.9","2.5","0.4","0.4","1.3","BYE","1.9","4.5","1.2","2.2","0.7","1.3","22"
"399","Tank Bigsby","RB","JAC","5.3","-","7","1","0.8","0.8","0.2","-1.1","BYE","0.5","2.1","0.6","0","0","-0.2","-","3.2","1.6","1.5","21.8"
"400","Jalen Reagor","WR","NE","-","-","-","-","-","0","1.1","0","1.1","0","BYE","-","1.1","0","0","3.3","9.9","5","2","21.5"
"400","Stone Smartt","TE","LAC","-","2.4","-","0","BYE","0","0.5","0","0","0","11.1","0","0","-","1.5","2.3","2.3","1.4","1.5","21.5"
"402","C.J. Beathard","QB","JAC","-","-","0.4","-","-","-0.2","-","-","BYE","0.2","0","-","3.2","-","-","8.4","9.5","0","2.7","21.5"
"403","Van Jefferson","WR","PIT","2.4","0.9","5","2.9","0","0","0.5","2.4","1.4","0","-","1.3","0","0","0","1.3","1.9","1.3","1.3","21.3"
"404","Will Mallory","TE","IND","-","4.9","-","-","-","0","0","0.6","-","0.7","BYE","2.9","0.4","4.6","0","4.7","1.9","0","1.7","20.7"
"404","Derius Davis","WR","LAC","0.5","1","0.3","6.7","BYE","0","2.4","0.4","6","0.7","-0.3","0.1","0","0","-2.2","1.4","0.2","3.5","1.2","20.7"
"406","Quez Watkins","WR","PIT","1.7","-","-","-","0.4","BYE","-","-","-","-","-","0","2.8","0","0","0","-","15.3","2.5","20.2"
"407","Jamison Crowder","WR","WAS","0","0","-","0","2.1","0","0","15.5","2.3","0","1.2","0","0","BYE","0","-2","0","0.8","1.2","19.9"
"408","Nick Chubb","RB","CLE","12.7","6.4","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-","9.6","19.1"
"409","Patrick Taylor Jr.","RB","SF","2.2","0.1","2.9","-","0.7","-","-","-","BYE","-","-","1.5","2.9","5.2","0.2","0.3","3","0","1.7","19"
"410","Tyler Scott","WR","CHI","1.4","-","0.6","1.9","0","1.2","3.3","1.1","-0.5","3.1","-1.6","0","BYE","1.1","4.6","0","1.5","1.2","1.2","18.9"
"411","Robbie Chosen","WR","FA","-","-","12.8","0","0","0","-","-","-","-","3.9","-","-","-","0","1.9","0","0","2.1","18.6"
"412","Malik Heath","WR","GB","0","0","0","-","-","BYE","-","-","0","0","0.7","4.6","1.5","6.6","2.9","0","1.3","0.9","1.4","18.5"
"413","Luke Schoonmaker","TE","DAL","-","6.1","0","0","0","0","BYE","1.3","0","0","8.3","1.2","1.2","0","0","0.4","0","0","1.2","18.5"
"414","Kevin Harris","RB","NE","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","8.5","2.1","6.9","0.8","4.6","18.3"
"415","River Cracraft","WR","MIA","10","3.4","1.3","-","-","-","-","-","-","BYE","0","0","1.6","0","0","-","0","1.8","1.8","18.1"
"416","Deven Thompkins","WR","TB","1","1.1","0.6","11.6","BYE","0.3","-0.6","0","0","1.1","1.7","0","1.1","0","-0.1","0","0","0.1","1.1","17.9"
"417","Davis Mills","QB","HOU","-","-","-","-","-","-","BYE","-","-","-","0.1","-","0.7","0.2","0","16.9","0","-","3","17.8"
"418","Trey Sermon","RB","IND","-","-","2.1","0.7","0","0","-","-","0","0","BYE","0","0","1.3","8.8","0.3","4.1","-","1.4","17.3"
"419","Damien Harris","RB","FA","1.9","9.3","1.5","2.9","1.3","0.1","-","-","-","-","-","-","-","-","-","0","-","-","2.4","17"
"419","MyCole Pruitt","TE","PIT","0","0","1","0","2.2","0.9","0","0.3","0","0","-","0","8","1.5","0","0","1.4","1.7","1","17"
"421","Melvin Gordon III","RB","FA","-","-","5.5","4.4","-","-","-","-","-","-","-","-","-","-","-","-","7","-0.2","4.2","16.7"
"422","Connor Heyward","TE","PIT","1.9","0","0","0","2.3","BYE","2.3","2.4","1.6","3.2","0","1.1","0","1.5","0","0","0","0.4","1","16.7"
"423","Ray-Ray McCloud III","WR","ATL","0","0","0","2.2","0.1","2.7","2","4.3","-","0","0","2.3","-","-","-","-","-","2.9","1.4","16.5"
"424","John Metchie III","WR","HOU","-","1.7","1.3","2.2","2","0","BYE","0","1.4","2.5","1.2","0.6","0.9","0.6","0.1","0","1.2","0.5","1","16.2"
"425","Kyle Philips","WR","TEN","-","-","-","-","0","-1.4","BYE","2.4","6.8","6.1","1","-0.3","-","0","-","-","-","1.5","1.8","16.1"
"426","Jeff Driskel","QB","WAS","-","-","-","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","15.9","15.9","15.9"
"427","Lucas Krull","TE","DEN","-","-","-","-","-","-","-","-","BYE","0","-","-","0","3.5","1.8","8.8","1.4","0","2.2","15.5"
"428","Irv Smith Jr.","TE","KC","1.7","1","-","-","0","0.5","-","0.5","8.6","0.6","0","0.8","0","0","1.8","-","-","-","1.3","15.5"
"428","Davis Allen","TE","LAR","-","-","-","-","0","0","0","0","0","BYE","0","0.6","0","11","1.4","0","0","2.5","1.2","15.5"
"428","Luke Farrell","TE","JAC","-","-","0.4","1","1.6","0","0","0.5","BYE","0","2.1","5.5","0.9","0","2.8","0","0.7","0","1","15.5"
"428","Donovan Peoples-Jones","WR","DET","1.2","0.7","4.9","0.7","-","0","2.2","0","BYE","-","0","0","0","1.7","0.5","1.1","0","2.5","1","15.5"
"432","David Moore","WR","CAR","-","-","-","-","-","-","BYE","-","-","-","-","0","0","1.1","12.8","0.7","0","0.8","2.2","15.4"
"433","Josh Whyle","TE","TEN","-","0","-","8.6","0.7","1.1","BYE","-","0","1.6","0.7","1.1","1.6","-","-","-","-","-","1.7","15.4"
"434","Brock Wright","TE","DET","1.7","-","-","-","1.6","0.7","0","0.5","BYE","8.3","0","0.9","0.8","0.6","0","-","-","-","1.4","15.1"
"435","Ronnie Rivers","RB","LAR","0","0.4","0","5.7","0.1","1.3","-","-","-","BYE","-","-","-","-","-","2","0.4","5.2","1.7","15.1"
"435","Jeremy Ruckert","TE","NYJ","-","-","-","2.6","0.2","0.8","BYE","0","0.7","0","2.5","1.8","1.2","3.7","1.6","0","-","-","1.3","15.1"
"437","John Bates","TE","WAS","0","4.6","1.2","0.6","1.9","0","0","1.7","-0.5","2.1","1.5","0","0","BYE","0","1.4","0.6","0","0.9","15.1"
"438","Jameis Winston","QB","CLE","-","-","4","-1","-0.4","-","-","-","-","10.9","-","-","1.6","-0.2","-","-","-","0","2.1","15"
"439","Jalen Guyton","WR","LV","-","-","-","-","-","-","-","-","0","10.1","-","0.4","0.5","0.8","1.9","1.2","0","-","1.9","14.9"
"440","Tim Boyle","QB","HOU","-","-","-","-","-","-","BYE","-","-","-","0.4","9.4","5.1","-","-","-","-","-","5","14.9"
"441","Charlie Kolar","TE","BAL","0","-","-","-","-","0","0","0","0","0","1.3","0","BYE","0","1.5","1.7","7.9","2.3","1.1","14.7"
"442","Trent Sherfield Sr.","WR","MIN","-","-","1.8","1.8","0.3","0","0.5","0","0.9","0","0","0","BYE","0.9","0","0","0","8.4","1","14.6"
"443","Tyquan Thornton","WR","NE","-","-","-","-","-","0.6","0.2","-","0.7","-","BYE","2.2","3.9","1.7","0.5","2","2.4","-","1.6","14.2"
"444","Byron Pringle","WR","FA","-","0.4","-","1.5","1","0","1.6","0","5.5","0.7","0.2","2.7","0","-","0.5","0","0","0","0.9","14.1"
"445","Xavier Hutchinson","WR","HOU","0.9","0","-","0","0","1.5","BYE","0","1.2","1.7","0","3.4","-","1.5","0.5","1.8","0.8","0.6","0.9","13.9"
"446","Terrace Marshall Jr.","WR","CAR","2.3","-","3.5","5.6","-","0","BYE","0.9","0","1.1","-","-","-","-","-","-","-","0.5","1.7","13.9"
"447","Chase Claypool","WR","BUF","0","9.6","1.5","-","-","-","0","1.5","0","-","-","-","BYE","0","0.8","0","0","0.3","1.2","13.7"
"447","Charlie Jones","WR","CIN","0","6","0.6","-","-","-","BYE","-","-","-","0","0","0","0","1","-0.1","0","6.2","1.2","13.7"
"449","Ben Skowronek","WR","HOU","0","2.1","0.3","-","0","0","0","8","-0.2","-","0","-0.1","1.2","0","0","0","0","2.2","0.8","13.5"
"450","Jordan Akins","TE","CLE","1.2","0.2","-","0.6","BYE","0","0","0.6","1.1","0.8","0","0","0.6","0.3","0.8","1.8","2.8","2.4","0.8","13.2"
"451","Isaiah Spiller","RB","LAC","-","0.3","0.7","2.7","BYE","0.2","-","0.8","-","-","-","-","-","1.9","5","0.5","0.9","-","1.4","13"
"452","Marcus Mariota","QB","WAS","-","-","-","-","-","-","-","-","-","-","-","-","1.2","0","-","-","-","11.5","4.3","12.8"
"453","Case Keenum","QB","HOU","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","12.3","0.5","-","-","6.4","12.7"
"454","Stephen Sullivan","TE","CAR","-","-","-","-","-","0","BYE","1.3","2.8","-","2","1.3","1.6","0","1.4","2.1","0","0","1.1","12.5"
"455","Tyler Goodson","RB","IND","-","-","-","-","-","-","-","-","-","-","BYE","-","1.1","-0.2","7.9","3","0.3","0","2","12.1"
"456","Cole Turner","TE","WAS","1.7","2.1","3.5","0","0.9","0","0","-","0","-","0.7","2.9","0.2","BYE","-","0","-","-","1","12"
"457","Randall Cobb","WR","FA","0","0","1.2","0.8","0","2","-","-","-","-","-","0","-","7.5","0","-","0","0.4","1.1","11.9"
"458","Alec Ingold","RB","MIA","3.4","-","0","2.3","0","0","0","0.5","0.1","BYE","1.6","0","-0.3","1.3","0","1.2","1.8","0","0.7","11.9"
"459","Boston Scott","RB","LAR","1","4","-","-","-","1.6","0","0.4","-","BYE","0.8","1.4","2.9","0.9","0","-1.7","-","0.5","1","11.8"
"460","C.J. Uzomah","TE","PHI","-","-","0.9","6.1","1.2","0","-","1.9","1.1","0.6","0","0","0","-","-","-","-","-","1.2","11.8"
"461","Jason Brownlee","WR","NYJ","-","-","-","-","-","-","BYE","0","-","-","0","2","0","-","-","6.8","2.8","0","1.7","11.6"
"462","D.J. Montgomery","WR","IND","-","-","-","-","-","-","-","-","-","-","BYE","0","0","0","10.8","0.8","0","0","1.7","11.6"
"463","Laviska Shenault Jr.","WR","SEA","2.1","0.7","0.7","1.9","2.7","1.7","-","-","-","-","0.9","0.8","-","-","-","-","-","-","1.4","11.5"
"463","Lynn Bowden Jr.","WR","NO","-","-","-","0","0","0","0","0","0","1.2","BYE","4","-0.1","2.4","3.1","0","0.6","0.3","0.8","11.5"
"465","Robert Tonyan","TE","MIN","0","0","-","1.8","1","1.1","0","0.8","1.1","0","0","0","BYE","0","0","1.4","4","0","0.7","11.2"
"465","Patrick Ricard","RB","BAL","0","-","-","1.4","0","0.3","3.1","0","0","0","0","0","BYE","0","0","0","6.4","0","0.7","11.2"
"467","Raheem Blackshear","RB","CAR","-","-","-","-","-","2.2","BYE","3.1","0.5","1.3","0","-","0.6","0.8","0","2","0","0.6","1","11.1"
"467","Brandon Bolden","RB","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","0","8.5","2","0.6","-","2.2","11.1"
"469","La'Mical Perine","RB","FA","-","-","-","-","-","-","-","-","0.1","-","-","0","-","-","-","0","0","10.9","2.2","11"
"470","Emanuel Wilson","RB","GB","-","0.5","1.2","-","0","BYE","2.7","-","4.3","0","2.1","-","-","-","-","-","-","-","1.5","10.8"
"471","Mecole Hardman Jr.","WR","FA","-","0.6","-","-","-","0","0.6","-0.4","1","-","1.2","-","-","-","-","-","0","7.7","1.3","10.7"
"472","Chris Brooks","RB","MIA","-","-","6.6","-","0","2.8","-","-","-","BYE","-","-","-","-","-","-","1.2","-","2.7","10.6"
"473","Parris Campbell","WR","PHI","0.2","2.1","2.4","1.5","2.3","0","0","0","1.5","0.6","0","-0.2","-","-","-","-","-","-","0.9","10.4"
"474","Sterling Shepard","WR","FA","0","0.4","-","0.6","1.3","0","-1.7","-","0","6.2","0.5","0.6","-","-","0","0","0","2.4","0.7","10.3"
"475","Keaontay Ingram","RB","KC","-0.4","0.6","2.1","-","-","5.1","-","1.6","0.8","0.2","-","-","-","-","-","-","-","-","1.4","10"
"475","Marquise Goodwin","WR","FA","0","0","0.1","0","-","2.4","2.3","-0.5","0","-","-","-","-","0","5.7","0","0","-","0.8","10"
"477","Hunter Luepke","RB","DAL","-","0","2.1","6.4","0","0","BYE","-0.2","0","0","0","0","0","0","0.3","1.1","0","0","0.6","9.7"
"478","Keith Kirkwood","WR","FA","0","0","0","-","0.1","0","0","-","-","-","-","2","0","0","6.7","0.9","0","-","0.8","9.7"
"478","J.K. Dobbins","RB","LAC","9.7","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-","9.7","9.7"
"480","Lawrence Cager","WR","NYG","1.7","-","-","-","-","0","-","-","0","7","0","0","BYE","0","0.9","-","-","-","1.2","9.6"
"481","Brenton Strange","TE","JAC","-","-","0.7","0","0","8.7","0","0","BYE","0","0","0","-","-","-","0","0.1","0","0.8","9.5"
"482","Clayton Tune","QB","ARI","0","-","-","-","-","-","0.2","-","1.1","6.1","-","2","-","BYE","0","-","0","0.1","1.2","9.5"
"483","Richie James Jr.","WR","FA","0.6","-2","-","-","-","-","-","-","-","-","-","0","1.2","0.4","1.7","5.4","0.6","1.5","1","9.4"
"483","Geoff Swaim","TE","FA","0","-","-","0","2.2","0","0.8","0","0","1.3","1.5","0","1","-","2.6","-","-","-","0.8","9.4"
"485","Israel Abanikanda","RB","NYJ","-","-","-","-","-","-","BYE","-","-","-","1.6","0","-","-0.1","1.9","4.3","1","0.6","1.3","9.3"
"486","Blaine Gabbert","QB","KC","-","-","-0.9","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","9.8","4.5","8.9"
"486","Marcedes Lewis","TE","FA","-","-","-","0.8","0","0","1.6","0","0","0","0","0","-","0.4","0","6.1","0","0","0.6","8.9"
"488","Quintin Morris","TE","BUF","-","-","-","-","0","7.5","-","-","0","0","1.1","0","BYE","0","0","0","0","0","0.8","8.6"
"489","Nick Bawden","RB","NYJ","-","-","6.1","-","0","0","BYE","0","0.7","0","0","0.6","0","0.3","0","-","0.8","0","0.7","8.5"
"490","Tim Jones","WR","JAC","-","0","1.1","-0.1","0","0","1.7","0","BYE","1.7","0","0","0","0","0","3.2","0","0.7","0.5","8.3"
"490","Dare Ogunbowale","RB","FA","-","0.4","-","-","-","-","-","-","3","0","0","-","1.5","1.1","1.7","0.6","0","0","0.8","8.3"
"492","Ben Sims","TE","GB","-","0","-","0","1.2","BYE","0.2","0","0","-","0","0","6.1","0","0","0","0.6","0","0.6","8.1"
"493","Deuce Vaughn","RB","DAL","0.8","3.2","-","1.1","0.8","-","BYE","0","-","0.9","-","-","-","-","-","-","1.2","-","1.1","8"
"494","Trayveon Williams","RB","CIN","0.7","0.4","0.4","0.4","0.5","0.3","BYE","0.6","1.3","0.2","2","0","0","-0.1","1.2","0","0.2","-0.2","0.5","7.9"
"495","Samori Toure","WR","GB","1.8","0.6","2","3.5","0","BYE","0.3","0","-","-","-","0","-","2.2","-","0","-2.6","-","0.7","7.8"
"496","Brycen Hopkins","TE","FA","2.1","0","-","0.5","0","0","0.5","0","0","-","0","-","-","0","0","0","0","4.7","0.6","7.8"
"497","Velus Jones Jr.","WR","CHI","-","-0.3","0","1","0","2","0","0.4","0","-","-","0","BYE","1.1","2.3","0.4","0.2","0","0.5","7.1"
"497","Tylan Wallace","WR","BAL","-","-","-","-","-","-","-","-","0","-","0","0","BYE","6","0","0","0","1.1","0.9","7.1"
"499","Eric Gray","RB","NYG","0","0","0","0","2.6","0.2","0","-","-","-","0","0","BYE","0","0.6","0","0.8","2.8","0.5","7"
"500","Brian Hoyer","QB","FA","-","-","-","-","-","3.8","3.2","-","-","-","-","-","-","-","-","-","-","-","3.5","6.9"
"500","Simi Fehoko","WR","LAC","-","-","-","0","BYE","-","-","6.9","0","0","0","-","-","-","-","-","-","-","1.4","6.9"
"500","Chris Conley","WR","SF","-","-","-","-","-","-","0","-","BYE","-","-","-","0","0","0","0","0","6.9","1","6.9"
"503","Tyler Johnson","WR","LAR","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","6.8","6.8","6.8"
"504","Blake Bell","TE","FA","7.2","-","-","-","0","0","-1.3","0","0","-","0","0","0","0","0","0.4","0","0.3","0.5","6.6"
"504","Gary Brightwell","RB","NYG","1.1","0","3.6","1.9","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","1.7","6.6"
"506","Josiah Deguara","TE","JAC","0","0.5","0","3.4","1.9","-","0","0","0.7","0","0","-","-","0","0","0","0","0","0.4","6.5"
"507","Jalen Brooks","WR","DAL","-","-","-","-","-","0","BYE","-","-","3.9","0","2.4","-","-","-","-","0","0.1","1.1","6.4"
"508","Mike Boone","RB","CAR","1.8","-","0","0.4","0","1.1","BYE","1.6","0.3","0.6","0.5","-","-","-","-","-","-","-","0.7","6.3"
"509","Ko Kieft","TE","TB","0","-","-","0","BYE","0","0","0","0","0","0","0","0","0","6.2","0","-","0","0.4","6.2"
"509","Equanimeous St. Brown","WR","NO","-","-","-","2.1","0","-","-","-","-","0.4","1.9","0","-","-","-","-","0","1.8","0.9","6.2"
"511","Darnell Washington","TE","PIT","0","-","-","1","0","BYE","0","0","0.7","0.6","0.8","1","0","1.2","0","0.8","0","0","0.4","6.1"
"512","Rakim Jarrett","WR","TB","0","0.7","-","0.3","BYE","0","0","0.9","0","0","4.1","-","-","-","-","-","-","-","0.7","6"
"513","Payne Durham","TE","TB","-","-","-","-","BYE","0.8","0","0","0","0","1.3","1.2","0","0","0","2.5","0","0","0.4","5.8"
